,Variable,Climate,Hue,Season,max,75%,50%,25%,min,std,mean,count
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Alfalfa,summer,3.51176286,2.6851565385,1.998328622,1.2599715865,-0.603961332,1.1327806264370388,1.9455544616666667,15.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Cotton,summer,4.649518984,3.5943269975,2.539135011,1.6499485095,0.760762008,1.9467392339363778,2.649805334333333,3.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Wheat,summer,3.643592719,3.3936642135,3.143735708,2.8938072024999997,2.643878697,0.7069045642034774,3.143735708,2.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Other,summer,5.1557747,2.3410996585,1.7138143045,0.881635631,-1.978015761,1.6306353116948626,1.907192129,22.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Alfalfa,summer,0.992390825,0.50935473,0.026318635,0.02087074,0.015422845,0.5609338387124932,0.3447107683333333,3.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Corn,summer,1.209631666,0.2790660785,0.059559779,-0.1540869785,-0.642711458,0.39493331381658764,0.06188816277777778,27.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Cotton,summer,0.532423686,0.15786652575000001,-0.0351497855,-0.206659813,-0.666650036,0.33759573184164393,-0.04166396571428572,14.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Other,summer,2.529721613,0.31249972375,-0.0095751245,-0.27497042725,-1.088852714,0.5310732278274565,0.02049907068181818,110.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Wheat,summer,0.514045056,0.195824101,0.011999832,-0.31468830449999996,-0.648503855,0.33664350265340803,-0.06711530452173911,23.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Soybeans,summer,0.497857264,0.162354538,-0.070478937,-0.230104831,-0.522227086,0.2942253593980453,-0.0666531913076923,13.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,3.693610141,1.114413527,0.484021469,0.034554405,-1.456410067,1.0246195477888287,0.6035254391777778,45.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.676632055,0.93475727375,0.3502182155,-0.060627496249999996,-0.281422238,0.8689337386062489,0.523911562,4.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,-0.068566881,-0.068566881,-0.068566881,-0.068566881,-0.068566881,,-0.068566881,1.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,0.207622047,0.1146712745,0.021720502,-0.030411087,-0.082542676,0.14698399073465646,0.048933291,3.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,5.4916173,1.24987688775,0.616424605,0.1520990725,-1.592969727,1.0944332368481795,0.6943621969499998,60.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,2.988397541,1.83800650475,0.8741195935,0.086496677,-1.299197692,1.1731731632806945,0.9175748672499999,16.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.25397538,0.411648412,0.23958128150000002,-0.06796064075,-1.492476074,0.4845842550371011,0.16056863425,48.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,3.081517944,0.5031046425,0.210223638,-0.254319333,-1.325261504,0.8273619938971353,0.24802075497368414,76.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,0.814808467,0.530467355,0.271626532,-0.004764139,-0.520999453,0.38608239467728755,0.24618480555172415,29.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,0.976387176,0.734070744,0.563104552,0.287989277,-0.203011778,0.33542689281937943,0.522115362904762,21.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,2.174164142,0.8226549075,0.288214438,-0.23252160049999998,-1.556268839,0.7752771356397374,0.23753863219540225,87.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.694326276,0.7012896135,0.274905695,-0.084879236,-0.758244649,0.5615423536695395,0.3253192680697674,43.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.795012139,1.2980228855,1.0992924020000001,0.853988077,0.217277299,0.6469124127413313,1.0527185605,4.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,2.555119767,0.5450421864999999,0.23840434700000002,-0.143839655,-1.17233077,0.7796714052375197,0.28093014316666665,24.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,3.819209312,0.94731759875,0.2958082195,-0.09719332475,-1.401986391,0.915104317150058,0.49267382595121956,82.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Alfalfa,summer,3.392478497,1.3549410385,0.661699919,0.41432926999999997,-0.005794774,1.064324361934138,1.0726565142666666,15.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Cotton,summer,2.463406965,1.8760915169999999,1.288776069,0.4788145960000001,-0.331146877,1.4031773033994457,1.1403453856666668,3.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Wheat,summer,0.641942619,0.41508860825000005,0.18823459750000004,-0.03861941325000001,-0.265473424,0.6416400373627638,0.18823459750000002,2.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Other,summer,3.015533545,1.6040058902499998,1.010313402,0.23511908974999998,-0.660725061,0.9774893742489634,0.9915957706818183,22.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Alfalfa,summer,0.263533819,0.112103553,-0.039326713,-0.509112236,-0.978897759,0.6478367178973968,-0.251563551,3.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Corn,summer,1.483136172,1.049007342,0.673296426,0.395607764,-0.504103693,0.47695602559236583,0.6772934258148147,27.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Cotton,summer,1.468386098,1.0024679895000002,0.7958172505,0.553008566,0.401167105,0.3508192773266562,0.8465335935714285,14.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Other,summer,3.016432106,0.9967743984999999,0.7399928155,0.29566798075,-1.634113528,0.634111625805773,0.6851233079181818,110.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Wheat,summer,0.715494489,0.561465568,0.401503195,0.1509652745,-0.214490612,0.2544568057870968,0.3404080505652174,23.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Soybeans,summer,1.327582164,1.125774116,0.958559858,0.731214495,-0.129953829,0.48348324526707215,0.8050394522307692,13.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,3.270130992,1.340019101,0.688583059,-0.140949802,-1.511105344,1.0680363585204893,0.5891799038,45.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.736179125,0.8187618465,0.21477351899999997,-0.0949225765,-0.129463159,0.8688244788035316,0.509065751,4.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.336529152,1.336529152,1.336529152,1.336529152,1.336529152,,1.336529152,1.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,-0.096016876,-0.5314162005,-0.966815525,-1.146972918,-1.327130311,0.6329504090563954,-0.7966542373333333,3.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,3.023851629,1.784397882,0.970822125,0.107295265,-1.00623185,0.9958374436465434,0.9769833618666667,60.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,0.581744681,0.2271252115,-0.1153014835,-0.678933011,-1.901749316,0.6505093222784687,-0.2619536350625,16.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.457233193,0.6103627894999999,0.2884074805,0.01307451225,-0.819411927,0.44891547511254887,0.29926083762499994,48.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.727734657,0.68019665725,0.309040916,-0.0004502930000000009,-0.8680873,0.5600492153875871,0.369907057381579,76.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,1.269962164,0.537416541,0.300823119,0.102721732,-0.787704151,0.4148625583420978,0.3137203517931035,29.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,1.18361131,0.502876192,0.356994863,0.10390792,-0.839499858,0.4291709409536872,0.3172506185238094,21.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.253328750700313,1.1005402547454783,1.0501898161791343,0.9974340990012092,0.8623060837073729,0.08560118816707149,1.0459412825496062,44.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,1.4155776080878415,1.171014472624376,1.090973740055621,1.0280909509365361,0.8625189937758468,0.10361745704733019,1.0943087183626299,203.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Irrigated,summer,1.4708305745957027,1.1943771298420243,1.1294452191664819,1.0541337668542659,0.696773839413081,0.14607557752642286,1.13625600302647,44.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Non-Irrigated,summer,1.3616031684930914,1.2182193032694688,1.1650076779528018,1.119020001116462,0.9402621236804742,0.08344945001064964,1.1611265948172802,189.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Irrigated,summer,1.207725253813603,1.207725253813603,1.207725253813603,1.207725253813603,1.207725253813603,,1.207725253813603,1.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,1.1970025559736543,1.1652549438915896,1.1335073318095248,1.10175971972746,1.0700121076453952,0.0897958071588319,1.1335073318095248,2.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,1.707384779347523,1.2543995387307012,1.1826893333152915,1.1030214948586554,0.8804697612913537,0.12425821419279469,1.185954674659708,111.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.3671340706792445,1.2152216591272984,1.1777265963599444,1.1240296712563111,0.9734052949822702,0.07371237189927228,1.1631747610785816,156.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,1.310254889046979,1.1679002176099393,1.0958419783700681,1.0211696831005432,0.8781096381654613,0.11085849153510928,1.0919847912482368,26.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.168802814287134,1.0776819379943232,1.0350904872481541,1.0050556017493166,0.9002200977525205,0.0610665151283141,1.0378599302392397,44.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,1.3036833515409278,1.1220750853217751,1.0683453710740507,1.0194853200094545,0.8839553913946666,0.07684645763096588,1.0688122328738372,203.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Irrigated,summer,1.342172213145212,1.1357363324827565,1.0940673269201275,1.0352148762003586,0.75030991335283,0.1084241656059108,1.0980948376477224,44.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Non-Irrigated,summer,1.2691121357235244,1.1497343861054519,1.1223622000399804,1.0894824551325033,0.9642613127431672,0.05596516004556098,1.1180752460951113,189.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Irrigated,summer,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,,1.1528351068784155,1.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,1.136928020489428,1.113962341212364,1.0909966619353,1.068030982658236,1.0450653033811719,0.06495675020546944,1.0909966619353,2.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,1.5060241278119677,1.188040915286808,1.1386808733203089,1.081394484587697,0.9054721912215696,0.09165916489444562,1.1419707872106868,111.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.2249309868983191,1.1511702358895284,1.1247020967501138,1.0972633031784897,0.9938221942672432,0.04581283339544361,1.1183049268932748,156.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,1.2102357686277396,1.1112931012199234,1.0568199651785348,1.0100746427675982,0.9218268593696044,0.07448924105231428,1.0553431084449036,26.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.509718600621176,1.1093010886806995,0.9605045260095171,0.8830617785227834,0.7219678857710496,0.17908020775784797,0.9852284987428688,40.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,1.7693305815241485,1.2768161653603731,1.1150188843104312,0.9717001999962176,0.6993609719898943,0.21384205179532778,1.1385638358257282,200.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Irrigated,summer,1.7002416329000947,1.284463792259487,1.1722951568122701,0.9548076770595113,0.48561458665319696,0.23297812986516522,1.1410948988572551,42.0
u2 bias ratio,u2,Cfa: Humid subtropical,Non-Irrigated,summer,2.7222513515215727,1.5560837827190481,1.3134694718171482,1.138112570070134,0.8385194651212793,0.34579078143431397,1.3794419137879044,189.0
u2 bias ratio,u2,Cfa: Humid subtropical,Irrigated,summer,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,,1.309782008566349,1.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,1.5414909571223099,1.4640748812192372,1.3866588053161644,1.3092427294130915,1.2318266535100189,0.21896572897566088,1.3866588053161644,2.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,2.758116361420964,1.3968475396996358,1.2379095862008802,1.0692279992732525,0.6929646031352358,0.3571212009705574,1.2774154406315403,111.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.936793855854621,1.305692100417322,1.1970774539075077,1.081741534621397,0.7501044805528873,0.20902873547756287,1.1902848641154116,156.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,2.169369266537357,1.6091996056223683,1.316414658649375,1.0649864779529472,0.6708106310919403,0.352687139978351,1.3599370782554832,34.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.0571653449224365,1.0387640556919395,1.032311169329251,1.0227356155690437,1.016610722832742,0.011077025347010643,1.031980923880208,40.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,1.2843875583201056,1.0444839504550703,1.0223751582637082,0.9880116984160326,0.8939731597932611,0.04913242304744409,1.017172563966646,200.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Irrigated,summer,1.0865442289883618,1.0377094663512056,1.0152022197351285,0.9866623002726187,0.9498132669966525,0.034348995297649905,1.0137020760558446,42.0
srad bias ratio,srad,Cfa: Humid subtropical,Non-Irrigated,summer,1.224935830052256,1.0766666187442355,1.0568235585881767,1.0452627898577085,1.0253452393045719,0.03358973614548072,1.066592307587426,189.0
srad bias ratio,srad,Cfa: Humid subtropical,Irrigated,summer,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,,1.016727145172752,1.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,1.042972127718199,1.0415382600377643,1.0401043923573299,1.0386705246768955,1.0372366569964608,0.004055590240637897,1.0401043923573299,2.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,1.3324318366013257,1.0882245614816541,1.065041295501151,1.044888447329399,0.9457347160971056,0.050698391806212155,1.0700557816302967,111.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.0977285029017092,1.0627832225629206,1.0512341308799469,1.0398635234128513,1.0084944499192134,0.016055514607943855,1.0508006199526863,156.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,1.0859987003962153,0.9989771077343628,0.9732850245864553,0.9523488631803338,0.9011726052532519,0.03928428759053825,0.9755659444081756,34.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.0034562676403787,0.9554241554408587,0.9196240272999539,0.894855149099099,0.8196968618049912,0.04242796240646438,0.9225202330420735,40.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,1.2329463591040384,0.9811503385449252,0.9298799770623902,0.8701383960029254,0.6837704178462218,0.08318867068563508,0.928894401121777,199.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Irrigated,summer,1.1722709345081301,0.9286064072061907,0.8538062207177677,0.803185323077545,0.39155271057863256,0.13650684824978784,0.8464670423183728,42.0
ea bias ratio,ea,Cfa: Humid subtropical,Non-Irrigated,summer,1.1586209743722935,1.0092896941096268,0.9796790983914505,0.9546435020307954,0.8696772613159646,0.048722679032415284,0.9816798519225567,189.0
ea bias ratio,ea,Cfa: Humid subtropical,Irrigated,summer,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,,0.9342864592430267,1.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,0.9848826831089601,0.952934526573467,0.9209863700379739,0.8890382135024809,0.8570900569669878,0.09036303253062587,0.9209863700379739,2.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,1.1730879257167315,0.9829134473288341,0.9462891331731973,0.8881662332847085,0.7033199791999587,0.08136353897307894,0.9355516451931373,111.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.0977356884106493,0.9363637164285117,0.9148796031645665,0.8956531409886959,0.8321647237183452,0.04219987749329291,0.9200181840195125,156.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,1.0928945456741417,0.9803501669399958,0.9340383985740082,0.8648184096984388,0.7377597514215902,0.08753505820721916,0.9224977847104969,34.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,2.393422713,0.464209063,0.119966423,-0.1077925815,-1.282918252,0.637858767212866,0.176745074425,40.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,4.390068746,1.378460983,0.671294657,0.07666172975,-2.08971365,1.0027717507960858,0.7849420064500001,200.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Irrigated,summer,5.1557747,2.68824797375,1.9094896655,1.01352396125,-1.978015761,1.447909441138787,2.0328197900476193,42.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Non-Irrigated,summer,2.529721613,0.246138003,-0.016187214,-0.270857194,-1.088852714,0.46208587801204604,0.005154394915343916,189.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Irrigated,summer,0.992390825,0.992390825,0.992390825,0.992390825,0.992390825,,0.992390825,1.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,1.122948003,0.44396857050000005,-0.235010862,-0.9139902945,-1.592969727,1.920443844027775,-0.235010862,2.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,5.4916173,1.1965837275,0.484573666,0.0281374535,-1.505562047,1.0259851991966278,0.6438223202162162,111.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.25397538,0.50703203,0.2637706355,-0.06796064075,-1.492476074,0.4611246664143398,0.20964988943589746,156.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,3.081517944,1.72808625525,0.6352698395,-0.3614748295,-1.325261504,1.2983465891735395,0.7834255567058824,34.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Non-Irrigated,summer,1.336578484,0.70298344075,0.2852921135,-0.023085434,-0.868258425,0.49696174955020056,0.3236599086,40.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Irrigated,summer,3.819209312,0.879365209,0.294662005,-0.19561396350000002,-1.556268839,0.8482353489721794,0.36530322294999995,200.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Irrigated,summer,3.392478497,1.6040058902499998,0.7079372884999999,0.33862181175,-0.660725061,1.0088554984109355,0.9929157147857142,42.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Non-Irrigated,summer,3.016432106,0.979211475,0.665102835,0.293516767,-1.634113528,0.5621179854808158,0.6561960943174603,189.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Irrigated,summer,-0.978897759,-0.978897759,-0.978897759,-0.978897759,-0.978897759,,-0.978897759,1.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Non-Irrigated,summer,0.052055425,-0.21251639375000003,-0.47708821250000005,-0.74166003125,-1.00623185,0.7483221085959326,-0.4770882125,2.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Irrigated,summer,3.270130992,1.5516374145,0.852510782,-0.0192737475,-1.511105344,1.044776679135793,0.7844063356036036,111.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Non-Irrigated,summer,1.727734657,0.648805114,0.3524892595,0.099562209,-0.839499858,0.47192621612015695,0.3779202544615384,156.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Irrigated,summer,1.267490864,0.24413101625,-0.031083416500000002,-0.57624167575,-1.901749316,0.5799602850560676,-0.14438847350000003,34.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.121259253039791,1.0973951016822736,1.0804129898457204,0.9901403303875475,0.9432605647737962,0.07536123011128622,1.0480751745057182,6.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.253328750700313,1.1116677614349435,1.081457229105028,1.041311180852024,0.9737956348967598,0.08803971617876631,1.0946166297856805,11.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.0143255802065958,1.0143255802065958,1.0143255802065958,1.0143255802065958,1.0143255802065958,,1.0143255802065958,1.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.1899192385072075,1.0459376396680244,0.9842245085622459,0.9555313240758512,0.925487708757115,0.08520163374962994,1.010931937952845,10.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.164100733193748,1.0876189529645943,1.0264545627679929,0.9993593830858324,0.8623060837073729,0.08277123124508685,1.0355335936106767,16.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Alfalfa,summer,1.1537899417361892,1.1287990449174243,1.1038081480986595,1.0788172512798944,1.0538263544611295,0.070684930433928,1.1038081480986595,2.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Corn,summer,1.3247950393769339,1.2254019241592902,1.1882260633464248,1.1496523888162458,1.0730704042392918,0.06146175015348664,1.1931922774719832,29.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Cotton,summer,1.3270255055546967,1.192782440572162,1.1638476040435166,1.1217326590865577,1.0054182285304096,0.08540523769967313,1.1572403495703925,15.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Other,summer,1.3616031684930914,1.2196068235663622,1.175107677892004,1.1291146429885792,0.9518591412273071,0.07408488619820809,1.1740159191382733,110.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Wheat,summer,1.157735032756647,1.097408420026055,1.036512158647283,1.00497665064393,0.9402621236804742,0.06267543675824763,1.0448984645130803,23.0
